|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |  64 |  65 |  66 |
|     cygnus_background.spectral.index |     0.03627959307820567 | -1.5200220381260065e-15 | 0.0 | 0.0 |   0.0009067362105783016 | 0.0 |  -2.818567650884465e-06 | 0.0 | 0.0 |  -9.137943178616778e-09 |  -6.675040621516041e-22 | 0.0 |  -5.296643783775274e-10 | 0.0 | -2.9760433499110903e-07 |  -3.737599606124043e-19 | 0.0 |  -4.206647481524643e-09 | 0.0 | -1.2370406913366944e-06 |  -7.728839270540114e-19 | 0.0 |  1.3092950403032311e-08 | 0.0 |   -3.75871372028565e-06 |  -9.162217877134406e-20 | 0.0 |   1.403787783835955e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.774596242641637e-22 | 0.0 |   1.412582466974133e-05 |  1.7661778958339193e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.amplitude | -1.5200220381260065e-15 |   7.154147223696017e-29 | 0.0 | 0.0 |  1.7975988212100218e-17 | 0.0 |  -6.513691252724795e-20 | 0.0 | 0.0 |  -2.015327664496884e-22 | -2.4197682496850195e-35 | 0.0 |  -6.138302096417472e-23 | 0.0 |  -7.181897927065509e-21 |  -9.128738252370913e-33 | 0.0 | -1.1242137363203502e-22 | 0.0 | -3.0744171196790886e-20 | -1.9257952018834097e-32 | 0.0 |  3.1846323832455077e-22 | 0.0 |  -8.704508332969803e-20 | -2.1804628405236706e-33 | 0.0 |  1.8092750225878808e-22 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.660426011141314e-36 | 0.0 |  3.3977476071099763e-19 |   4.252639537798641e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lon_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lat_0 |   0.0009067362105783016 |  1.7975988212100218e-17 | 0.0 | 0.0 |    0.011433784324612008 | 0.0 | -1.8984349074150687e-07 | 0.0 | 0.0 |  4.5116031470305785e-08 |   3.951857234505594e-21 | 0.0 |   6.196113357912358e-09 | 0.0 |  1.5399144316717725e-06 |  1.9402959328178682e-18 | 0.0 |   2.234026957201476e-08 | 0.0 |    6.99868528695411e-06 |    4.37475243241776e-18 | 0.0 |  -7.368718193720397e-08 | 0.0 |   2.070245060324483e-05 |    5.08963140193821e-19 | 0.0 |   -6.68005006129925e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.5454529675682186e-21 | 0.0 |  -7.873469247619807e-05 |  -9.849066773429586e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.r_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.eta |  -2.818567650884465e-06 |  -6.513691252724795e-20 | 0.0 | 0.0 | -1.8984349074150687e-07 | 0.0 |   1.248362521262521e-07 | 0.0 | 0.0 |   1.326420068195131e-10 |  1.1935429515515388e-23 | 0.0 |  1.8795717709444107e-11 | 0.0 |   3.987999301664018e-09 |   5.033384075653221e-21 | 0.0 |   5.842528794793276e-11 | 0.0 |  1.3552796642396173e-08 |     8.4888700743633e-21 | 0.0 | -1.4110007851895108e-10 | 0.0 |   3.958283622140017e-08 |   9.763361325956007e-22 | 0.0 |  -1.243597793604369e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.9561781388088576e-24 | 0.0 | -1.5061710101199052e-07 |  -1.883551861466099e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|          cygnus_background.spatial.e |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.phi |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.index |  -9.137943178616778e-09 |  -2.015327664496884e-22 | 0.0 | 0.0 |  4.5116031470305785e-08 | 0.0 |   1.326420068195131e-10 | 0.0 | 0.0 |    0.020901577261340024 |   7.307301911933739e-16 | 0.0 |   -0.001478306092608972 | 0.0 | -0.00010353999273316329 |  -5.845587778170267e-17 | 0.0 |  -3.722143389452101e-06 | 0.0 |  2.1449792506532373e-08 |  1.0200451113174924e-20 | 0.0 | -3.5692962420377906e-10 | 0.0 |  2.1491868584791987e-10 |   9.105950004662216e-25 | 0.0 |  -8.914772717874063e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.6615846972631117e-26 | 0.0 |   9.838339752413872e-10 |   1.592760389112829e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
