|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |  64 |  65 |  66 |
|     VER J2020+368.spectral.amplitude |  -6.675040621516041e-22 | -2.4197682496850195e-35 | 0.0 | 0.0 |   3.951857234505594e-21 | 0.0 |  1.1935429515515388e-23 | 0.0 | 0.0 |   7.307301911933739e-16 |   7.904916893555806e-29 | 0.0 |  1.5174894851105597e-16 | 0.0 | -6.2546043668081315e-18 | -1.2407921864641501e-29 | 0.0 |   -7.88160947469151e-19 | 0.0 |  3.3276619500884657e-21 |  1.4934373358169634e-33 | 0.0 |   -7.55346311854704e-23 | 0.0 |   1.846102729034775e-23 |   4.642708536045826e-37 | 0.0 |  1.0502698550007594e-24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    4.42696811200529e-39 | 0.0 |  -2.361122360731665e-22 | -3.3268277612237713e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2020+368.spectral.lambda_ |  -5.296643783775274e-10 |  -6.138302096417472e-23 | 0.0 | 0.0 |   6.196113357912358e-09 | 0.0 |  1.8795717709444107e-11 | 0.0 | 0.0 |   -0.001478306092608972 |  1.5174894851105597e-16 | 0.0 |    0.001308873670098646 | 0.0 |  -3.064527324482249e-05 | -1.7426558319418543e-17 | 0.0 | -2.5315072017624385e-06 | 0.0 |    6.50513508812086e-09 |  2.9483059576704844e-21 | 0.0 | -1.4647425965008843e-10 | 0.0 |   3.046574376115497e-11 |  2.0689400272494676e-24 | 0.0 |   8.419185080225089e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.855090714336566e-26 | 0.0 | -1.5495232212838754e-09 | -2.2346544925935605e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.index | -2.9760433499110903e-07 |  -7.181897927065509e-21 | 0.0 | 0.0 |  1.5399144316717725e-06 | 0.0 |   3.987999301664018e-09 | 0.0 | 0.0 | -0.00010353999273316329 | -6.2546043668081315e-18 | 0.0 |  -3.064527324482249e-05 | 0.0 |    0.023835589283000894 |  4.3620500078788366e-15 | 0.0 |  -0.0015924287602610962 | 0.0 |  -3.158942369154873e-06 |  -1.396180993502616e-18 | 0.0 |    8.68817690783435e-08 | 0.0 |   4.998547201184579e-09 |  1.1942795799723595e-22 | 0.0 | -2.8186483148352724e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.557514015905248e-25 | 0.0 |  -1.812012975639509e-08 | -2.2782834020015934e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.amplitude |  -3.737599606124043e-19 |  -9.128738252370913e-33 | 0.0 | 0.0 |  1.9402959328178682e-18 | 0.0 |   5.033384075653221e-21 | 0.0 | 0.0 |  -5.845587778170267e-17 | -1.2407921864641501e-29 | 0.0 | -1.7426558319418543e-17 | 0.0 |  4.3620500078788366e-15 |  1.0943163754231809e-26 | 0.0 |   5.745013722825688e-16 | 0.0 | -2.8831064949418662e-18 | -1.2353478673124332e-30 | 0.0 |    8.29795780336604e-20 | 0.0 |   6.272419265956913e-21 |  1.5079382582462903e-34 | 0.0 |   -3.43843467271757e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.340929976171876e-37 | 0.0 | -2.2079232928468994e-20 |  -2.771907701808272e-21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2018+367.spectral.lambda_ |  -4.206647481524643e-09 | -1.1242137363203502e-22 | 0.0 | 0.0 |   2.234026957201476e-08 | 0.0 |   5.842528794793276e-11 | 0.0 | 0.0 |  -3.722143389452101e-06 |   -7.88160947469151e-19 | 0.0 | -2.5315072017624385e-06 | 0.0 |  -0.0015924287602610962 |   5.745013722825688e-16 | 0.0 |  0.00044136829875084555 | 0.0 |   2.959620164280499e-08 |  1.5823979210571074e-20 | 0.0 |  -5.534104167988496e-10 | 0.0 |   7.405901486345424e-11 |  1.6276170833377787e-24 | 0.0 |  -5.577840393997595e-13 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    4.18494942290203e-27 | 0.0 |  -2.129911363793767e-10 | -2.8258848507235816e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.index | -1.2370406913366944e-06 | -3.0744171196790886e-20 | 0.0 | 0.0 |    6.99868528695411e-06 | 0.0 |  1.3552796642396173e-08 | 0.0 | 0.0 |  2.1449792506532373e-08 |  3.3276619500884657e-21 | 0.0 |    6.50513508812086e-09 | 0.0 |  -3.158942369154873e-06 | -2.8831064949418662e-18 | 0.0 |   2.959620164280499e-08 | 0.0 |    0.029239464675917044 |  2.3219493109802393e-15 | 0.0 |   -0.002012913186853706 | 0.0 |  2.1109051242123925e-08 |   5.145705844898792e-22 | 0.0 |  -8.553480341066917e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.5395925920796713e-24 | 0.0 |   -7.83766040706715e-08 |  -9.803710985102477e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.amplitude |  -7.728839270540114e-19 | -1.9257952018834097e-32 | 0.0 | 0.0 |    4.37475243241776e-18 | 0.0 |     8.4888700743633e-21 | 0.0 | 0.0 |  1.0200451113174924e-20 |  1.4934373358169634e-33 | 0.0 |  2.9483059576704844e-21 | 0.0 |  -1.396180993502616e-18 | -1.2353478673124332e-30 | 0.0 |  1.5823979210571074e-20 | 0.0 |  2.3219493109802393e-15 |   3.913988385761022e-27 | 0.0 |  3.3474266017771617e-16 | 0.0 |  1.3183813575717533e-20 |  3.2415096898021666e-34 | 0.0 |   -4.18689723512834e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   9.874158862129305e-37 | 0.0 | -5.0307490911291705e-20 |  -6.289535407814662e-21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2016+371.spectral.lambda_ |  1.3092950403032311e-08 |  3.1846323832455077e-22 | 0.0 | 0.0 |  -7.368718193720397e-08 | 0.0 | -1.4110007851895108e-10 | 0.0 | 0.0 | -3.5692962420377906e-10 |   -7.55346311854704e-23 | 0.0 | -1.4647425965008843e-10 | 0.0 |    8.68817690783435e-08 |    8.29795780336604e-20 | 0.0 |  -5.534104167988496e-10 | 0.0 |   -0.002012913186853706 |  3.3474266017771617e-16 | 0.0 |    0.000549313606672253 | 0.0 | -2.1959685051192218e-10 |  -4.915829155563523e-24 | 0.0 |   3.816939671230231e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.446660115115529e-27 | 0.0 |   3.594306721104251e-10 |   4.215853029550119e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     LHAASO J2032+4102.spectral.index |   -3.75871372028565e-06 |  -8.704508332969803e-20 | 0.0 | 0.0 |   2.070245060324483e-05 | 0.0 |   3.958283622140017e-08 | 0.0 | 0.0 |  2.1491868584791987e-10 |   1.846102729034775e-23 | 0.0 |   3.046574376115497e-11 | 0.0 |   4.998547201184579e-09 |   6.272419265956913e-21 | 0.0 |   7.405901486345424e-11 | 0.0 |  2.1109051242123925e-08 |  1.3183813575717533e-20 | 0.0 | -2.1959685051192218e-10 | 0.0 |     0.03101510510109997 |  -5.381791311111143e-16 | 0.0 |   -0.002056900217751066 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.135524258283671e-19 | 0.0 |   -0.014343408017128259 |  -0.0037628364248977345 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.amplitude |  -9.162217877134406e-20 | -2.1804628405236706e-33 | 0.0 | 0.0 |    5.08963140193821e-19 | 0.0 |   9.763361325956007e-22 | 0.0 | 0.0 |   9.105950004662216e-25 |   4.642708536045826e-37 | 0.0 |  2.0689400272494676e-24 | 0.0 |  1.1942795799723595e-22 |  1.5079382582462903e-34 | 0.0 |  1.6276170833377787e-24 | 0.0 |   5.145705844898792e-22 |  3.2415096898021666e-34 | 0.0 |  -4.915829155563523e-24 | 0.0 |  -5.381791311111143e-16 |   4.685579462372667e-29 | 0.0 |  1.0690309554961159e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    5.69963974309777e-32 | 0.0 | -3.1941993488561026e-15 |   -3.15615526216031e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
