|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |
|     VER J2020+368.spectral.amplitude |  -2.571752774610977e-22 |  -2.568610655267039e-35 | 0.0 | 0.0 |  3.4985992769876675e-21 | 0.0 |    5.78837224835253e-24 | 0.0 | 0.0 |   7.570187224128492e-16 |   7.832635624456572e-29 | 0.0 |  1.5555507173631718e-16 | 0.0 |  -6.414575107727705e-18 | -1.2255892842306991e-29 | 0.0 |  -7.919916976138572e-19 | 0.0 |  3.0850370331259367e-21 |  1.2754874161208204e-33 | 0.0 | -1.0044030987820073e-22 | 0.0 |  1.3295794625797389e-24 |  -2.566117946188069e-37 | 0.0 | -2.5955731278716783e-24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.255021725219788e-39 | 0.0 |   3.542232179837419e-22 |  4.9212117040237097e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2020+368.spectral.lambda_ |  1.9711141920889617e-10 |   -7.14486897777521e-23 | 0.0 | 0.0 |   5.684296073391692e-09 | 0.0 |   9.374891708682873e-12 | 0.0 | 0.0 |  -0.0015728427438349262 |  1.5555507173631718e-16 | 0.0 |     0.00138116803967419 | 0.0 |  -3.026582699084473e-05 |  -1.827205404211567e-17 | 0.0 |   -2.46619775303227e-06 | 0.0 |   5.994563775968822e-09 |  2.4751050525500268e-21 | 0.0 |  -2.175839229657069e-10 | 0.0 |  -9.817237986828798e-12 |  -6.676711233773874e-26 | 0.0 | -4.0177038765293806e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3329173050246032e-26 | 0.0 |    7.58949753227655e-10 |  1.1023733171153803e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.index | -2.2723258828784688e-07 | -3.3339992482480875e-21 | 0.0 | 0.0 |  1.3392755768609926e-06 | 0.0 |  1.9548605381621465e-09 | 0.0 | 0.0 | -0.00010414714944376612 |  -6.414575107727705e-18 | 0.0 |  -3.026582699084473e-05 | 0.0 |     0.02425272161807577 |   4.894062986587599e-15 | 0.0 |   -0.001660314441576241 | 0.0 |  -3.020721137211915e-06 |  -1.301956155437677e-18 | 0.0 |   8.819438964575109e-08 | 0.0 |   2.068663113879654e-09 |  4.8547250791699325e-23 | 0.0 | -6.9087161081029044e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.5310358779168377e-25 | 0.0 |  -8.340588669050322e-09 | -1.0770874089383198e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.amplitude | -2.7770269880758403e-19 |  -4.220879502169124e-33 | 0.0 | 0.0 |  1.6494513374104884e-18 | 0.0 |  2.4108540128402922e-21 | 0.0 | 0.0 |  -6.056423718205779e-17 | -1.2255892842306991e-29 | 0.0 |  -1.827205404211567e-17 | 0.0 |   4.894062986587599e-15 |  1.0976665832039405e-26 | 0.0 |   5.802515870488337e-16 | 0.0 |   -2.74963507803482e-18 | -1.1508619968560975e-30 | 0.0 |   8.364769143877064e-20 | 0.0 |  2.5459139127357066e-21 |   5.584040330975437e-35 | 0.0 |  -3.389040519339965e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1541082964686565e-37 | 0.0 |  -5.962819483310668e-21 |  -6.587142157107463e-22 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2018+367.spectral.lambda_ | -3.2041392341585204e-09 |  -7.274756290858685e-23 | 0.0 | 0.0 |   2.122362600788069e-08 | 0.0 |    3.12406686078832e-11 | 0.0 | 0.0 | -3.6151761787296963e-06 |  -7.919916976138572e-19 | 0.0 |   -2.46619775303227e-06 | 0.0 |   -0.001660314441576241 |   5.802515870488337e-16 | 0.0 |   0.0004574792363675081 | 0.0 |  2.4843185461457894e-08 |  1.3319304308132954e-20 | 0.0 |  -4.700380337970881e-10 | 0.0 |  3.2560950629182714e-11 |  1.9640369363562765e-25 | 0.0 |  -3.924475644850672e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -8.512153957341084e-27 | 0.0 |   5.113086763401235e-10 |   8.265115655141431e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.index |  -9.108228924002526e-07 | -1.4006423265161297e-20 | 0.0 | 0.0 |  6.3349264920224905e-06 | 0.0 |   7.076005878928186e-09 | 0.0 | 0.0 |   2.072936639377575e-08 |  3.0850370331259367e-21 | 0.0 |   5.994563775968822e-09 | 0.0 |  -3.020721137211915e-06 |   -2.74963507803482e-18 | 0.0 |  2.4843185461457894e-08 | 0.0 |     0.03048525648439136 |  2.4183619304005818e-15 | 0.0 |   -0.002141189024302464 | 0.0 |    8.93135477876646e-09 |  2.0137477798022572e-22 | 0.0 |  -5.661656616659096e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |     5.9541689119891e-25 | 0.0 |  -3.190307125843014e-08 |  -3.925518834312736e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.amplitude |  -5.577217182684819e-19 |  -8.559311382933823e-33 | 0.0 | 0.0 |  3.8720573853626904e-18 | 0.0 |   4.333467297435183e-21 | 0.0 | 0.0 |   8.772279129969372e-21 |  1.2754874161208204e-33 | 0.0 |  2.4751050525500268e-21 | 0.0 |  -1.301956155437677e-18 | -1.1508619968560975e-30 | 0.0 |  1.3319304308132954e-20 | 0.0 |  2.4183619304005818e-15 |   3.957199853188179e-27 | 0.0 |   3.387226355938427e-16 | 0.0 |  5.4627946422290856e-21 |   1.229052161750832e-34 | 0.0 |  -3.550960077462032e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.6312637131989943e-37 | 0.0 | -1.9457660331000255e-20 |  -2.392319049874174e-21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2016+371.spectral.lambda_ |  1.0730378918264226e-08 |  1.7771119086006877e-22 | 0.0 | 0.0 |    -7.6588912346291e-08 | 0.0 |  -8.469164834091245e-11 | 0.0 | 0.0 |  -6.058725487506863e-10 | -1.0044030987820073e-22 | 0.0 |  -2.175839229657069e-10 | 0.0 |   8.819438964575109e-08 |   8.364769143877064e-20 | 0.0 |  -4.700380337970881e-10 | 0.0 |   -0.002141189024302464 |   3.387226355938427e-16 | 0.0 |   0.0005701478286719193 | 0.0 | -1.0694087606818701e-10 | -2.5870751919558703e-24 | 0.0 | -3.3756070080502347e-13 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -9.46069569889376e-27 | 0.0 |   5.230784040088849e-10 |   7.208672163178076e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     LHAASO J2032+4102.spectral.index | -2.6500619953373175e-06 |  -3.492083668761039e-20 | 0.0 | 0.0 |  1.7875776147951608e-05 | 0.0 |  1.9688341216135743e-08 | 0.0 | 0.0 |   5.610809974519746e-11 |  1.3295794625797389e-24 | 0.0 |  -9.817237986828798e-12 | 0.0 |   2.068663113879654e-09 |  2.5459139127357066e-21 | 0.0 |  3.2560950629182714e-11 | 0.0 |    8.93135477876646e-09 |  5.4627946422290856e-21 | 0.0 | -1.0694087606818701e-10 | 0.0 |    0.030150012281399387 |  -5.874948796595438e-16 | 0.0 |  -0.0021054658874238843 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.5675194316043326e-19 | 0.0 |   -0.012814187619547831 |  -0.0035206635401746895 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.amplitude |  -5.941140108681536e-20 |  -8.060317384622774e-34 | 0.0 | 0.0 |   4.024083262012032e-19 | 0.0 |   4.449216380822214e-22 | 0.0 | 0.0 | -3.9963821929165745e-24 |  -2.566117946188069e-37 | 0.0 |  -6.676711233773874e-26 | 0.0 |  4.8547250791699325e-23 |   5.584040330975437e-35 | 0.0 |  1.9640369363562765e-25 | 0.0 |  2.0137477798022572e-22 |   1.229052161750832e-34 | 0.0 | -2.5870751919558703e-24 | 0.0 |  -5.874948796595438e-16 |  4.5705032904500784e-29 | 0.0 |  1.0737613750796385e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  4.7439815308430023e-32 | 0.0 | -2.8288359146292918e-15 | -2.6866806260963376e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
