|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |
|     cygnus_background.spectral.index |     0.06476437037973916 | -2.7398384893233615e-15 | 0.0 | 0.0 |   0.0022529417030692795 | 0.0 | -3.2208243367930625e-06 | 0.0 | 0.0 | -5.3087250174998394e-09 |  -2.571752774610977e-22 | 0.0 |  1.9711141920889617e-10 | 0.0 | -2.2723258828784688e-07 | -2.7770269880758403e-19 | 0.0 | -3.2041392341585204e-09 | 0.0 |  -9.108228924002526e-07 |  -5.577217182684819e-19 | 0.0 |  1.0730378918264226e-08 | 0.0 | -2.6500619953373175e-06 |  -5.941140108681536e-20 | 0.0 |  1.6736010153992355e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.8086199952762565e-22 | 0.0 |   9.737441010275646e-06 |   1.217630273076196e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.amplitude | -2.7398384893233615e-15 |  1.2658560649520057e-28 | 0.0 | 0.0 |   3.319029728477277e-17 | 0.0 | -4.9511940349388194e-20 | 0.0 | 0.0 | -1.9428371144663416e-22 |  -2.568610655267039e-35 | 0.0 |   -7.14486897777521e-23 | 0.0 | -3.3339992482480875e-21 |  -4.220879502169124e-33 | 0.0 |  -7.274756290858685e-23 | 0.0 | -1.4006423265161297e-20 |  -8.559311382933823e-33 | 0.0 |  1.7771119086006877e-22 | 0.0 |  -3.492083668761039e-20 |  -8.060317384622774e-34 | 0.0 |  1.6304890248986244e-22 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.3603944294328065e-36 | 0.0 |   1.263932749179383e-19 |  1.5487999924115883e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lon_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lat_0 |   0.0022529417030692795 |   3.319029728477277e-17 | 0.0 | 0.0 |    0.024314723802767713 | 0.0 | -1.0240588330074816e-06 | 0.0 | 0.0 |   4.177721870238502e-08 |  3.4985992769876675e-21 | 0.0 |   5.684296073391692e-09 | 0.0 |  1.3392755768609926e-06 |  1.6494513374104884e-18 | 0.0 |   2.122362600788069e-08 | 0.0 |  6.3349264920224905e-06 |  3.8720573853626904e-18 | 0.0 |    -7.6588912346291e-08 | 0.0 |  1.7875776147951608e-05 |   4.024083262012032e-19 | 0.0 | -1.0919623241287364e-07 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.2118574829435919e-21 | 0.0 |  -6.514132875060277e-05 |  -8.102371649322313e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.r_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.eta | -3.2208243367930625e-06 | -4.9511940349388194e-20 | 0.0 | 0.0 | -1.0240588330074816e-06 | 0.0 |  4.6873625298758066e-08 | 0.0 | 0.0 |   6.769412671990879e-11 |    5.78837224835253e-24 | 0.0 |   9.374891708682873e-12 | 0.0 |  1.9548605381621465e-09 |  2.4108540128402922e-21 | 0.0 |    3.12406686078832e-11 | 0.0 |   7.076005878928186e-09 |   4.333467297435183e-21 | 0.0 |  -8.469164834091245e-11 | 0.0 |  1.9688341216135743e-08 |   4.449216380822214e-22 | 0.0 |  -1.173033485425983e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3385360210044133e-24 | 0.0 |  -7.196752068321125e-08 |  -8.952673527471629e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|          cygnus_background.spatial.e |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.phi |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.index | -5.3087250174998394e-09 | -1.9428371144663416e-22 | 0.0 | 0.0 |   4.177721870238502e-08 | 0.0 |   6.769412671990879e-11 | 0.0 | 0.0 |    0.022220015370005876 |   7.570187224128492e-16 | 0.0 |  -0.0015728427438349262 | 0.0 | -0.00010414714944376612 |  -6.056423718205779e-17 | 0.0 | -3.6151761787296963e-06 | 0.0 |   2.072936639377575e-08 |   8.772279129969372e-21 | 0.0 |  -6.058725487506863e-10 | 0.0 |   5.610809974519746e-11 | -3.9963821929165745e-24 | 0.0 |  -2.984742775791241e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.701051488025112e-26 | 0.0 |  3.2009650074026407e-09 |  4.2467997633879463e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
