|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |  64 |  65 |  66 |
|     cygnus_background.spectral.index |      0.0413208673222675 | -1.4927769673061715e-15 | 0.0 | 0.0 |    0.001071230427105369 | 0.0 | -2.7319052593068747e-06 | 0.0 | 0.0 |  -7.974624720862322e-09 |  -8.039339169347364e-22 | 0.0 | -1.4182690390500852e-09 | 0.0 |  -3.068358460726775e-07 |  -3.777496843742999e-19 | 0.0 | -3.7259838093964305e-09 | 0.0 | -1.2343828131576839e-06 |  -7.710624047873652e-19 | 0.0 |  1.3927200335154272e-08 | 0.0 | -3.7443406500190156e-06 |  -8.527145869038033e-20 | 0.0 |  1.8524216351718457e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.4921018668923246e-22 | 0.0 |  1.3490509012497018e-05 |  1.6707450997625437e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.amplitude | -1.4927769673061715e-15 |   5.994944033727761e-29 | 0.0 | 0.0 |  1.7355492281287696e-17 | 0.0 | -5.1014302318897856e-20 | 0.0 | 0.0 |  -2.066071923069858e-22 | -1.4686922415953118e-35 | 0.0 | -1.9418916335630466e-23 | 0.0 |  -5.905628452459683e-21 |  -7.444078716834944e-33 | 0.0 |  -8.188501178833817e-23 | 0.0 |  -2.480542976024497e-20 | -1.5549607910004733e-32 | 0.0 |   2.739285382617446e-22 | 0.0 |  -7.054469691824193e-20 | -1.6328279606287112e-33 | 0.0 |  3.6047556875022633e-22 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.795838560339538e-36 | 0.0 |   2.606043088221433e-19 |  3.2541937935325333e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lon_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lat_0 |    0.001071230427105369 |  1.7355492281287696e-17 | 0.0 | 0.0 |     0.01370865884947522 | 0.0 | -1.8121176407073118e-07 | 0.0 | 0.0 |   5.273279679772486e-08 |   4.539375420902439e-21 | 0.0 |   7.090403714943309e-09 | 0.0 |   1.834340797628657e-06 |  2.2760080124447426e-18 | 0.0 |  2.3407689573907283e-08 | 0.0 |   8.166945172410088e-06 |   5.105482329036284e-18 | 0.0 |  -9.158048504532852e-08 | 0.0 |  2.4232098459174486e-05 |   5.543823956123487e-19 | 0.0 | -1.2245230278572383e-07 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.6237474253096673e-21 | 0.0 |  -8.801300134303858e-05 | -1.0932156928819079e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.r_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.eta | -2.7319052593068747e-06 | -5.1014302318897856e-20 | 0.0 | 0.0 | -1.8121176407073118e-07 | 0.0 |  1.0167229158598262e-07 | 0.0 | 0.0 |  1.2181618917778514e-10 |  1.0803153765125233e-23 | 0.0 |  1.6953130208588973e-11 | 0.0 |  3.7725208231816154e-09 |   4.687649444026131e-21 | 0.0 |   4.851564075857268e-11 | 0.0 |   1.256484089231374e-08 |   7.869461618396167e-21 | 0.0 |  -1.395351635057265e-10 | 0.0 |   3.676207349772948e-08 |   8.443165615759848e-22 | 0.0 | -1.8154709280520254e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.465232492650211e-24 | 0.0 | -1.3363158721196798e-07 |  -1.659130015931293e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|          cygnus_background.spatial.e |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.phi |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.index |  -7.974624720862322e-09 |  -2.066071923069858e-22 | 0.0 | 0.0 |   5.273279679772486e-08 | 0.0 |  1.2181618917778514e-10 | 0.0 | 0.0 |      0.0215482014066013 |   7.473626701399869e-16 | 0.0 |  -0.0015315447450617563 | 0.0 |  -0.0001086951941510418 |  -6.199253008025245e-17 | 0.0 |  -3.856618976138309e-06 | 0.0 |   2.307815083272933e-08 |  1.0521989874968925e-20 | 0.0 |   -5.03143871030033e-10 | 0.0 |  1.0661041095282701e-10 |  1.3273267235472798e-24 | 0.0 | -1.9947040145200842e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -5.81029280744691e-26 | 0.0 |   3.316629631678182e-09 |   4.481260094289755e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
