|                        Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |   7 |                       8 |   9 |                      10 |                      11 |  12 |                      13 |  14 |  15 |  16 |  17 |  18 |  19 |  20 |  21 |  22 |  23 |  24 |  25 |  26 |  27 |  28 |  29 |  30 |
|      VER J2020+368.spectral.index |     0.04039136237753405 |    9.46137208025654e-15 | 0.0 |   -7.92304498621071e-05 | 0.0 |  -0.0007620775440456711 |  -5.327095015737139e-16 | 0.0 |  -9.105696712933518e-05 | 0.0 |  -6.534523718957155e-05 | -3.5400561650151916e-17 | 0.0 | -2.9114556594261596e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.amplitude |    9.46137208025654e-15 |   4.558475860378666e-27 | 0.0 |  1.0094768309650163e-15 | 0.0 | -2.0533106127488388e-16 |  3.3045761506039983e-29 | 0.0 |   6.487766277026162e-17 | 0.0 |  2.5308037487680117e-16 |  1.0823525618611619e-28 | 0.0 |  1.3147675708640199e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2020+368.spectral.lambda_ |   -7.92304498621071e-05 |  1.0094768309650163e-15 | 0.0 |   0.0007533256075537918 | 0.0 | -0.00016227741973405785 |  -6.695700922544775e-17 | 0.0 |  -2.031618940862396e-05 | 0.0 |  -3.641419909261211e-05 | -2.0668410562857462e-17 | 0.0 |  -1.947197620808987e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.index |  -0.0007620775440456711 | -2.0533106127488388e-16 | 0.0 | -0.00016227741973405785 | 0.0 |    0.031230610419583953 |  1.4231003064678184e-14 | 0.0 |  -0.0006463477618526315 | 0.0 |  -0.0002550374135702798 | -1.1895639719980694e-16 | 0.0 | -4.7298383029232694e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.amplitude |  -5.327095015737139e-16 |  3.3045761506039983e-29 | 0.0 |  -6.695700922544775e-17 | 0.0 |  1.4231003064678184e-14 |   1.406112705326665e-26 | 0.0 |  1.1641555337436698e-15 | 0.0 | -1.8746016946403551e-16 |  -9.079959726754866e-29 | 0.0 |  -4.636544848702193e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2018+367.spectral.lambda_ |  -9.105696712933518e-05 |   6.487766277026162e-17 | 0.0 |  -2.031618940862396e-05 | 0.0 |  -0.0006463477618526315 |  1.1641555337436698e-15 | 0.0 |   0.0006682365823832463 | 0.0 |  -8.136794686945483e-05 | -3.9138186210135475e-17 | 0.0 | -1.9197371203427594e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
