|                        Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |   7 |                       8 |   9 |                      10 |                      11 |  12 |                      13 |  14 |  15 |  16 |  17 |  18 |  19 |  20 |  21 |  22 |  23 |  24 |  25 |  26 |  27 |  28 |  29 |  30 |
|      VER J2020+368.spectral.index |     0.05533301157999473 |   9.106536366353418e-15 | 0.0 | -0.00013290849439186086 | 0.0 |  -0.0006765723323752058 |  -5.759785958144382e-16 | 0.0 | -5.4061179242684466e-05 | 0.0 |  1.8158163938960925e-08 |   7.727638963169506e-21 | 0.0 |   3.756242348955193e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.amplitude |   9.106536366353418e-15 |   2.535831692211371e-27 | 0.0 |   7.468827217011707e-16 | 0.0 | -1.5429683818827837e-16 |  -1.831030044581394e-28 | 0.0 | -1.5491559477437428e-17 | 0.0 |   5.123555773647314e-21 |  2.1830651249166174e-33 | 0.0 |    8.65927784440587e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2020+368.spectral.lambda_ | -0.00013290849439186086 |   7.468827217011707e-16 | 0.0 |   0.0009829299204853724 | 0.0 |   -7.00747368058679e-05 |  -6.757604511811594e-17 | 0.0 |  -8.957677290418161e-06 | 0.0 |  1.6974633063235922e-09 |   7.217904513341781e-22 | 0.0 |   9.580047989818734e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.index |  -0.0006765723323752058 | -1.5429683818827837e-16 | 0.0 |   -7.00747368058679e-05 | 0.0 |    0.034598517400322853 |   1.580852117436681e-14 | 0.0 |  -0.0008793643028453918 | 0.0 |  -6.248512248522494e-07 |  -2.629883585176052e-19 | 0.0 | -1.2430092733553653e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.amplitude |  -5.759785958144382e-16 |  -1.831030044581394e-28 | 0.0 |  -6.757604511811594e-17 | 0.0 |   1.580852117436681e-14 |  1.5225426927458354e-26 | 0.0 |   7.719639328437136e-16 | 0.0 |  -5.007635426766683e-19 | -2.1043019462216236e-31 | 0.0 |  -9.795942142109868e-21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2018+367.spectral.lambda_ | -5.4061179242684466e-05 | -1.5491559477437428e-17 | 0.0 |  -8.957677290418161e-06 | 0.0 |  -0.0008793643028453918 |   7.719639328437136e-16 | 0.0 |   0.0004966783618630835 | 0.0 | -1.3696015962810774e-08 |   -5.71135832242678e-21 | 0.0 | -2.3967202516403347e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2016+371.spectral.index |  1.8158163938960925e-08 |   5.123555773647314e-21 | 0.0 |  1.6974633063235922e-09 | 0.0 |  -6.248512248522494e-07 |  -5.007635426766683e-19 | 0.0 | -1.3696015962810774e-08 | 0.0 |     0.04411668105184203 |  1.1562718613977091e-14 | 0.0 |  -0.0013781965125252084 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2016+371.spectral.amplitude |   7.727638963169506e-21 |  2.1830651249166174e-33 | 0.0 |   7.217904513341781e-22 | 0.0 |  -2.629883585176052e-19 | -2.1043019462216236e-31 | 0.0 |   -5.71135832242678e-21 | 0.0 |  1.1562718613977091e-14 |   5.741835483196845e-27 | 0.0 |   5.758089717575397e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2016+371.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
