|                        Parameters |                       0 |                      1 |   2 |                       3 |   4 |                       5 |                       6 |   7 |                       8 |   9 |                      10 |                      11 |  12 |                      13 |  14 |  15 |  16 |  17 |  18 |  19 |  20 |  21 |  22 |  23 |  24 |  25 |  26 |  27 |  28 |  29 |  30 |  31 |
|      VER J2020+368.spectral.index |      0.0451734302897824 |  3.132730744897992e-15 | 0.0 |   0.0008877540889290621 | 0.0 |  -0.0005423970945238689 |   -4.49271620856769e-16 | 0.0 | -2.4327794855136804e-05 | 0.0 |  1.2138168528203466e-08 |    5.76789310392969e-21 | 0.0 |  -2.585605568143159e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.amplitude |   3.132730744897992e-15 |  3.590174958592658e-28 | 0.0 |   5.578362213291335e-16 | 0.0 |  -6.076190605921477e-17 |  -6.182492019960345e-29 | 0.0 |  -3.319131606639268e-18 | 0.0 |  1.5531505304044486e-21 |  7.6524801361354365e-34 | 0.0 |  -8.492898650643422e-24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2020+368.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2020+368.spectral.lambda_ |   0.0008877540889290621 |  5.578362213291335e-16 | 0.0 |   0.0021618887937914564 | 0.0 | -0.00012133798411988086 |   -9.65959360523859e-17 | 0.0 |  -6.510725533000095e-06 | 0.0 |  2.0753293428204668e-09 |  1.1058419227794426e-21 | 0.0 |  1.7192493778045075e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2020+368.spectral.alpha |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.index |  -0.0005423970945238689 | -6.076190605921477e-17 | 0.0 | -0.00012133798411988086 | 0.0 |    0.027455216581294142 |  1.4101108582128216e-14 | 0.0 |  -0.0006606377180344183 | 0.0 |  -7.214624177904255e-07 | -3.2693468435969947e-19 | 0.0 | -1.0997140613498262e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.amplitude |   -4.49271620856769e-16 | -6.182492019960345e-29 | 0.0 |   -9.65959360523859e-17 | 0.0 |  1.4101108582128216e-14 |  1.5879901705816704e-26 | 0.0 |   5.472174778584149e-16 | 0.0 |  -6.645878348514223e-19 | -3.0078101740830227e-31 | 0.0 | -1.0158014408216311e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|  VER J2018+367.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    VER J2018+367.spectral.lambda_ | -2.4327794855136804e-05 | -3.319131606639268e-18 | 0.0 |  -6.510725533000095e-06 | 0.0 |  -0.0006606377180344183 |   5.472174778584149e-16 | 0.0 |  0.00032622185854790835 | 0.0 | -1.0609637382607756e-08 |  -4.802246718809473e-21 | 0.0 | -1.7555288874673956e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      VER J2018+367.spectral.alpha |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
