|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |
|     VER J2020+368.spectral.amplitude |  -9.578424787635734e-20 |   4.551503480091565e-36 | 0.0 | 0.0 |   4.417067244402311e-21 | 0.0 |   -2.73339719003739e-21 | 0.0 | 0.0 |  3.7093878788289947e-17 |   8.870795872559308e-30 | 0.0 |   9.284772742065724e-18 | 0.0 |   4.573450756343776e-19 |  -6.088214139939775e-31 | 0.0 |  2.4221463749006674e-20 | 0.0 |  1.1198673581285362e-24 |   1.181901090334049e-36 | 0.0 |  2.8034166979243734e-25 | 0.0 | -1.1666543092993759e-24 | -4.1975190172098895e-37 | 0.0 | -2.9823356340377844e-25 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.166789722209931e-39 | 0.0 |  -7.547344760560869e-24 | -2.7978253075978914e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2020+368.spectral.lambda_ |  -5.131597613749145e-07 |   2.437906675243754e-23 | 0.0 | 0.0 |   2.358732150724265e-08 | 0.0 | -1.4641244058231414e-08 | 0.0 | 0.0 |  -0.0001280506321934553 |   9.284772742065724e-18 | 0.0 |  0.00016687929282898658 | 0.0 | -2.9908783438256313e-06 |  1.6779165356985954e-18 | 0.0 | -2.6038906782575444e-07 | 0.0 |   5.314387368902812e-12 |  -4.626313599454646e-24 | 0.0 |  2.0774371916374713e-13 | 0.0 |  1.3437627644289471e-11 |    8.74217181894618e-25 | 0.0 |  1.4192905063676111e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   7.663993963844486e-27 | 0.0 |  2.5041965486068293e-11 |   3.122629913492972e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.index |  1.6753217509662886e-05 |   -7.96008050194028e-22 | 0.0 | 0.0 |  -7.713387400321117e-07 | 0.0 |   4.781003620037495e-07 | 0.0 | 0.0 |  -1.020087153141703e-05 |   4.573450756343776e-19 | 0.0 | -2.9908783438256313e-06 | 0.0 |     0.00407059690005106 |   6.981257049233615e-16 | 0.0 |  -8.889728416057727e-05 | 0.0 | -3.0660027104405285e-09 | -2.0658786628245496e-21 | 0.0 |   7.501535433188078e-12 | 0.0 |  -9.175089317071808e-11 |  2.7287687859605845e-23 | 0.0 |   9.683241054611773e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.9896750645250974e-25 | 0.0 |  3.7818619727970876e-10 |  2.2860176809490644e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.amplitude |  -2.666791756520847e-17 |  1.2670485616949972e-33 | 0.0 | 0.0 |   1.227263564880046e-18 | 0.0 |  -7.609976524072139e-19 | 0.0 | 0.0 |  6.8288303659257744e-18 |  -6.088214139939775e-31 | 0.0 |  1.6779165356985954e-18 | 0.0 |   6.981257049233615e-16 |   2.051890038593869e-27 | 0.0 |   6.617722370510314e-17 | 0.0 | -4.3351329318508616e-21 |  -2.947876276673329e-33 | 0.0 | -1.2350309645272809e-22 | 0.0 |  2.9836981427286016e-22 |  -1.917118103099466e-35 | 0.0 |   8.572111583970122e-24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2199533024227885e-37 | 0.0 |  -8.766996303609587e-23 | -2.2096780851775557e-21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2018+367.spectral.lambda_ | -3.2914712395355865e-05 |  1.5638727128559815e-21 | 0.0 | 0.0 |  1.5150766489837795e-06 | 0.0 |  -9.392848226940988e-07 | 0.0 | 0.0 |  -7.463378081291097e-07 |  2.4221463749006674e-20 | 0.0 | -2.6038906782575444e-07 | 0.0 |  -8.889728416057727e-05 |   6.617722370510314e-17 | 0.0 |    9.03399624461629e-05 | 0.0 | -2.1999365289261477e-11 |  -8.862554384984954e-23 | 0.0 |  -8.456859738599874e-11 | 0.0 |    2.78944256714386e-10 | -3.8064393918290434e-23 | 0.0 | -3.5735561935798754e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.654451637930887e-25 | 0.0 |  -4.107097899225918e-10 | -3.5669124490936673e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.index |  2.4735877557054396e-06 |  -1.175357142632614e-22 | 0.0 | 0.0 | -1.1397324740172457e-07 | 0.0 |   7.059255350801445e-08 | 0.0 | 0.0 | -1.1384875437134985e-11 |  1.1198673581285362e-24 | 0.0 |   5.314387368902812e-12 | 0.0 | -3.0660027104405285e-09 | -4.3351329318508616e-21 | 0.0 | -2.1999365289261477e-11 | 0.0 |   0.0045334165990434895 |  4.0359921081361135e-16 | 0.0 | -0.00013517986565022433 | 0.0 |   8.605122989043444e-12 |   7.712935176895353e-24 | 0.0 |  5.2293782407173516e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   5.920755071385687e-26 | 0.0 |  1.3513540927180989e-10 |   5.555171895421255e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.amplitude |  -6.081505444818385e-18 |   2.889633725414936e-34 | 0.0 | 0.0 |   2.801260341637155e-19 | 0.0 |  -1.735545352387776e-19 | 0.0 | 0.0 |  -6.007315722375762e-24 |   1.181901090334049e-36 | 0.0 |  -4.626313599454646e-24 | 0.0 | -2.0658786628245496e-21 |  -2.947876276673329e-33 | 0.0 |  -8.862554384984954e-23 | 0.0 |  4.0359921081361135e-16 |   5.600498185591991e-28 | 0.0 |   5.000200893847773e-17 | 0.0 |  2.4786423748054756e-24 | -1.4845352529625954e-35 | 0.0 |  -8.294182906224528e-24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.1052419642648238e-37 | 0.0 | -2.4086452940768143e-22 |  -1.112094420327824e-21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2016+371.spectral.lambda_ | -1.4667948665526638e-05 |   6.969250300871676e-22 | 0.0 | 0.0 |   6.752914697384395e-07 | 0.0 |  -4.185824487509345e-07 | 0.0 | 0.0 |  2.1550873969450556e-12 |  2.8034166979243734e-25 | 0.0 |  2.0774371916374713e-13 | 0.0 |   7.501535433188078e-12 | -1.2350309645272809e-22 | 0.0 |  -8.456859738599874e-11 | 0.0 | -0.00013517986565022433 |   5.000200893847773e-17 | 0.0 |  0.00015477526204157305 | 0.0 |   9.338349193195644e-11 | -2.1941207520126147e-23 | 0.0 |  -6.492406940309539e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5755944401361442e-25 | 0.0 |  -2.882159583531067e-10 | -1.8782177542432813e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     LHAASO J2032+4102.spectral.index |  4.0220427362495054e-05 | -1.9110317138788225e-21 | 0.0 | 0.0 | -1.8520062618939647e-06 | 0.0 |  1.1477719218709262e-06 | 0.0 | 0.0 | -1.1359493562554965e-11 | -1.1666543092993759e-24 | 0.0 |  1.3437627644289471e-11 | 0.0 |  -9.175089317071808e-11 |  2.9836981427286016e-22 | 0.0 |    2.78944256714386e-10 | 0.0 |   8.605122989043444e-12 |  2.4786423748054756e-24 | 0.0 |   9.338349193195644e-11 | 0.0 |    0.010676688931469155 |  1.6192760804285247e-16 | 0.0 | -0.00019716884674177127 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.440751153298859e-19 | 0.0 |   0.0018818245410450161 |  -0.0006716068036303933 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.amplitude |   -8.40598859148159e-18 |   3.993925000608562e-34 | 0.0 | 0.0 |  3.8692177278266633e-19 | 0.0 | -2.3988138297125597e-19 | 0.0 | 0.0 |  -3.251450868111428e-24 | -4.1975190172098895e-37 | 0.0 |    8.74217181894618e-25 | 0.0 |  2.7287687859605845e-23 |  -1.917118103099466e-35 | 0.0 | -3.8064393918290434e-23 | 0.0 |   7.712935176895353e-24 | -1.4845352529625954e-35 | 0.0 | -2.1941207520126147e-23 | 0.0 |  1.6192760804285247e-16 |  1.5366506961678036e-28 | 0.0 |  3.3889781390231585e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.938556280105756e-33 | 0.0 |  -1.604692183807278e-16 |    7.97301901885584e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
