|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |
|     cygnus_background.spectral.index |     0.02491738630925472 |  -2.617712278260279e-19 | 0.0 | 0.0 |   0.0035329051035751257 | 0.0 |  -0.0005774036776905707 | 0.0 | 0.0 |  -5.918909625625491e-07 |  -9.578424787635734e-20 | 0.0 |  -5.131597613749145e-07 | 0.0 |  1.6753217509662886e-05 |  -2.666791756520847e-17 | 0.0 | -3.2914712395355865e-05 | 0.0 |  2.4735877557054396e-06 |  -6.081505444818385e-18 | 0.0 | -1.4667948665526638e-05 | 0.0 |  4.0220427362495054e-05 |   -8.40598859148159e-18 | 0.0 |  -2.183319635810084e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.011533769604497e-20 | 0.0 | -0.00010686305766762722 |  -0.0007317836157837944 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.amplitude |  -2.617712278260279e-19 |  1.3222095297758314e-35 | 0.0 | 0.0 |  -1.407608922930685e-19 | 0.0 |  -6.846047193336373e-21 | 0.0 | 0.0 |  2.8127019820751075e-23 |   4.551503480091565e-36 | 0.0 |   2.437906675243754e-23 | 0.0 |   -7.96008050194028e-22 |  1.2670485616949972e-33 | 0.0 |  1.5638727128559815e-21 | 0.0 |  -1.175357142632614e-22 |   2.889633725414936e-34 | 0.0 |   6.969250300871676e-22 | 0.0 | -1.9110317138788225e-21 |   3.993925000608562e-34 | 0.0 |  1.0373279192017602e-22 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    2.85624865666966e-36 | 0.0 |   5.077335279680255e-21 |   3.476924704773859e-20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lon_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lat_0 |   0.0035329051035751257 |  -1.407608922930685e-19 | 0.0 | 0.0 |    0.007218519037122715 | 0.0 |  3.6253219514031626e-05 | 0.0 | 0.0 |  2.7320116651156624e-08 |   4.417067244402311e-21 | 0.0 |   2.358732150724265e-08 | 0.0 |  -7.713387400321117e-07 |   1.227263564880046e-18 | 0.0 |  1.5150766489837795e-06 | 0.0 | -1.1397324740172457e-07 |   2.801260341637155e-19 | 0.0 |   6.752914697384395e-07 | 0.0 | -1.8520062618939647e-06 |  3.8692177278266633e-19 | 0.0 |   1.004571210213477e-07 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.767071547198477e-21 | 0.0 |   4.918425986416196e-06 |   3.368563770404337e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.r_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.eta |  -0.0005774036776905707 |  -6.846047193336373e-21 | 0.0 | 0.0 |  3.6253219514031626e-05 | 0.0 |   0.0005713896358289886 | 0.0 | 0.0 | -1.6890781115224564e-08 |   -2.73339719003739e-21 | 0.0 | -1.4641244058231414e-08 | 0.0 |   4.781003620037495e-07 |  -7.609976524072139e-19 | 0.0 |  -9.392848226940988e-07 | 0.0 |   7.059255350801445e-08 |  -1.735545352387776e-19 | 0.0 |  -4.185824487509345e-07 | 0.0 |  1.1477719218709262e-06 | -2.3988138297125597e-19 | 0.0 |  -6.230308836494475e-08 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.715506205353226e-21 | 0.0 |  -3.049529053805374e-06 | -2.0882923056743987e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|          cygnus_background.spatial.e |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.phi |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.index |  -5.918909625625491e-07 |  2.8127019820751075e-23 | 0.0 | 0.0 |  2.7320116651156624e-08 | 0.0 | -1.6890781115224564e-08 | 0.0 | 0.0 |    0.002338846281396971 |  3.7093878788289947e-17 | 0.0 |  -0.0001280506321934553 | 0.0 |  -1.020087153141703e-05 |  6.8288303659257744e-18 | 0.0 |  -7.463378081291097e-07 | 0.0 | -1.1384875437134985e-11 |  -6.007315722375762e-24 | 0.0 |  2.1550873969450556e-12 | 0.0 | -1.1359493562554965e-11 |  -3.251450868111428e-24 | 0.0 | -2.3918056119221315e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -2.48051424872812e-26 | 0.0 |  -6.063812437791152e-11 | -2.1436284989807207e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
