|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |   5 |                       6 |   7 |   8 |                       9 |                      10 |  11 |                      12 |  13 |                      14 |                      15 |  16 |                      17 |  18 |                      19 |                      20 |  21 |                      22 |  23 |                      24 |                      25 |  26 |                      27 |  28 |  29 |  30 |  31 |  32 |  33 |                      34 |  35 |                      36 |                      37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |  64 |  65 |  66 |
|     VER J2020+368.spectral.amplitude |   9.608490442379552e-21 |   -1.24767377449292e-33 | 0.0 | 0.0 |  1.3056195327325195e-21 | 0.0 |  1.3252240292589273e-23 | 0.0 | 0.0 |   9.130330630704487e-20 |  1.0001010168029656e-26 | 0.0 |   4.553039833556943e-23 | 0.0 |  1.9691756644567125e-21 | -3.4890872074793636e-35 | 0.0 |  1.0471241848287344e-26 | 0.0 |   5.668052919054064e-23 | -3.7244531787986984e-37 | 0.0 |   9.166299914392466e-28 | 0.0 |   8.667524130354415e-23 |   5.105771009333532e-37 | 0.0 |    7.93778284501067e-26 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.974243939734205e-40 | 0.0 |  -6.504932381585448e-23 |  2.9031503839542787e-24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2020+368.spectral.lambda_ |    9.61801983725877e-11 | -1.4771014737016974e-24 | 0.0 | 0.0 | -2.1312993405895136e-11 | 0.0 |  -2.556099401953662e-13 | 0.0 | 0.0 | -4.2085544318603646e-10 |   4.553039833556943e-23 | 0.0 |  0.00010001799082587324 | 0.0 |  -1.290604353224696e-11 |  1.4645660242980847e-25 | 0.0 |  -8.147307259580252e-17 | 0.0 | -1.0511292335526185e-12 |    6.68237359654047e-27 | 0.0 |  -1.690474654990296e-17 | 0.0 |  -1.596570902934168e-12 |  -9.484640043538108e-27 | 0.0 |  -1.463933804745057e-15 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.282080207249853e-29 | 0.0 |  1.2012122400384153e-12 |  -5.342007808792283e-14 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.index |  3.0301516504992344e-07 | -1.9332245864092182e-20 | 0.0 | 0.0 | -2.3104060475870593e-08 | 0.0 |  -3.088429955002357e-10 | 0.0 | 0.0 |  -2.356566656053223e-08 |  1.9691756644567125e-21 | 0.0 |  -1.290604353224696e-11 | 0.0 |       1.000158781748794 |   9.823005513698403e-21 | 0.0 | -3.4487395444765857e-12 | 0.0 | -1.2431497336934068e-09 |    7.71738095318958e-24 | 0.0 | -1.9927981328068738e-14 | 0.0 |  -1.880948691511793e-09 |   -1.12248065360313e-23 | 0.0 |  -1.725823209394425e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5087918726194728e-26 | 0.0 |  1.4170787848210305e-09 |  -6.289923721933617e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.amplitude |   9.297993810250186e-22 |   -3.43174627091591e-36 | 0.0 | 0.0 | -2.1525262944929435e-22 | 0.0 |  -2.562710318692902e-24 | 0.0 | 0.0 |   2.967615542768278e-22 | -3.4890872074793636e-35 | 0.0 |  1.4645660242980847e-25 | 0.0 |   9.823005513698403e-21 |    1.00017946621357e-26 | 0.0 |   5.809801656124904e-26 | 0.0 | -1.0551603082298976e-23 |   6.451819611163949e-38 | 0.0 | -1.6930194565128377e-28 | 0.0 | -1.5991431158365864e-23 |  -9.505227096197872e-38 | 0.0 | -1.4664114394973512e-26 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.283973839349898e-40 | 0.0 |  1.2033469242049298e-23 |  -5.350239031221803e-25 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2018+367.spectral.lambda_ |   4.728353350082597e-12 |  -4.218478133965687e-25 | 0.0 | 0.0 |  -2.055263769905472e-13 | 0.0 | -3.1796648755777684e-15 | 0.0 | 0.0 | -1.4218312220160383e-13 |  1.0471241848287344e-26 | 0.0 |  -8.147307259580252e-17 | 0.0 | -3.4487395444765857e-12 |   5.809801656124904e-26 | 0.0 |  1.0001799694179462e-06 | 0.0 | -1.2654315145746479e-14 |   7.936475522548323e-29 | 0.0 | -2.0304086340434522e-19 | 0.0 | -1.9166185916267398e-14 | -1.1426974562724961e-28 | 0.0 | -1.7583130986794264e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5377517935977685e-31 | 0.0 |   1.443550090153148e-14 |  -6.409968498259241e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.index |  2.5505669675104277e-07 | -2.0660946212201075e-20 | 0.0 | 0.0 |  -7.282641006888622e-09 | 0.0 | -1.2336335277968935e-10 | 0.0 | 0.0 | -1.6799827822737706e-09 |   5.668052919054064e-23 | 0.0 | -1.0511292335526185e-12 | 0.0 | -1.2431497336934068e-09 | -1.0551603082298976e-23 | 0.0 | -1.2654315145746479e-14 | 0.0 |      1.0001595934561662 |  2.1579689544525348e-20 | 0.0 | -2.9832254561436415e-12 | 0.0 |  -7.178459600261636e-10 |   -4.31849489325088e-24 | 0.0 |  -6.594195669638209e-13 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -5.7469027503473065e-27 | 0.0 |   5.421175677808621e-10 | -2.3980396273611837e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.amplitude |   2.616277553343062e-21 | -2.6378305700622796e-34 | 0.0 | 0.0 |   9.042397094981597e-23 | 0.0 |   6.009204366545522e-25 | 0.0 | 0.0 |  1.0679625310263343e-23 | -3.7244531787986984e-37 | 0.0 |    6.68237359654047e-27 | 0.0 |    7.71738095318958e-24 |   6.451819611163949e-38 | 0.0 |   7.936475522548323e-29 | 0.0 |  2.1579689544525348e-20 |  1.0001778010038327e-26 | 0.0 |  1.0748947342570623e-25 | 0.0 |    4.48487555087777e-24 |   2.587237497655729e-38 | 0.0 |   4.095041290973477e-27 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.6264571826922564e-41 | 0.0 |  -3.345323223821896e-24 |  1.5060603159934724e-25 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2016+371.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2016+371.spectral.lambda_ |   2.729685716891506e-12 | -2.1861433954289535e-25 | 0.0 | 0.0 | -1.2884414155681565e-13 | 0.0 |  -1.916753705180504e-15 | 0.0 | 0.0 | -2.7017997391744727e-14 |   9.166299914392466e-28 | 0.0 |  -1.690474654990296e-17 | 0.0 | -1.9927981328068738e-14 | -1.6930194565128377e-28 | 0.0 | -2.0304086340434522e-19 | 0.0 | -2.9832254561436415e-12 |  1.0748947342570623e-25 | 0.0 |  1.0001799698662005e-06 | 0.0 | -1.1511594060267452e-14 |  -6.878751503980768e-29 | 0.0 | -1.0564242486385394e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.231020254468144e-32 | 0.0 |   8.676067363642502e-15 | -3.8488590305493266e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2016+371.spectral.alpha |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     LHAASO J2032+4102.spectral.index |  1.7140403655707672e-07 | -1.0842315963725603e-20 | 0.0 | 0.0 | -1.3382433813167372e-08 | 0.0 |  -1.782505822906024e-10 | 0.0 | 0.0 | -2.5517115445249525e-09 |   8.667524130354415e-23 | 0.0 |  -1.596570902934168e-12 | 0.0 |  -1.880948691511793e-09 | -1.5991431158365864e-23 | 0.0 | -1.9166185916267398e-14 | 0.0 |  -7.178459600261636e-10 |    4.48487555087777e-24 | 0.0 | -1.1511594060267452e-14 | 0.0 |      1.0001690781800467 |  2.0867358390472776e-20 | 0.0 | -2.0882416659733695e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.7097860452921636e-24 | 0.0 |  2.2294093710600019e-07 | -3.1153278428669908e-09 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| LHAASO J2032+4102.spectral.amplitude |   2.301467474479108e-21 |  -1.757501208685688e-34 | 0.0 | 0.0 |  -6.763177900043507e-23 | 0.0 | -1.1190275878243257e-24 | 0.0 | 0.0 | -1.5159056252440954e-23 |   5.105771009333532e-37 | 0.0 |  -9.484640043538108e-27 | 0.0 |   -1.12248065360313e-23 |  -9.505227096197872e-38 | 0.0 | -1.1426974562724961e-28 | 0.0 |   -4.31849489325088e-24 |   2.587237497655729e-38 | 0.0 |  -6.878751503980768e-29 | 0.0 |  2.0867358390472776e-20 |  1.0001634057772688e-26 | 0.0 |   3.020979814893624e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -2.72824488510099e-37 | 0.0 |  -2.117733928861711e-20 |   3.396702859385529e-22 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
