|                           Parameters |                       0 |                       1 |   2 |   3 |                       4 |                       5 |                       6 |   7 |   8 |                       9 |  10 |                      11 |                      12 |  13 |  14 |  15 |  16 |  17 |                      18 |  19 |                      20 |                      21 |  22 |  23 |  24 |  25 |  26 |                      27 |                      28 |  29 |                      30 |  31 |                      32 |                      33 |  34 |                      35 |  36 |                      37 |                      38 |  39 |                      40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |  58 |  59 |  60 |
|     cygnus_background.spectral.index |   0.0012204872505530585 |  -3.633137002506828e-14 | 0.0 | 0.0 |  0.00011388852894570674 |  1.4079430028568533e-07 |  1.4360899858156776e-07 | 0.0 | 0.0 |   -1.25833592109042e-18 | 0.0 |   0.0009401255605076395 |   0.0018241983726198648 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.2300997999883313e-18 | 0.0 |  -0.0002639953519640501 | -5.1277223108697245e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.616459524342992e-05 |    7.78334229389808e-18 | 0.0 |  1.3614764979217799e-05 | 0.0 |   8.937398041262228e-05 |  1.0301529292435458e-16 | 0.0 |  1.4737445759734317e-05 | 0.0 |   7.203540640961681e-05 |   5.585870106214617e-17 | 0.0 |   8.456961403655042e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.amplitude |  -3.633137002506828e-14 |  1.4972275337361581e-24 | 0.0 | 0.0 | -6.7073548373335684e-15 |  2.0018223480726434e-17 |  1.6873991571701714e-17 | 0.0 | 0.0 |  -3.282395415352365e-29 | 0.0 |  -1.725054100919492e-14 |  -4.966850489750875e-14 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.371936959605954e-30 | 0.0 |  6.0485511971474165e-15 |  4.4104587109366487e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.344505902061903e-15 | -2.1862173310273007e-28 | 0.0 | -2.8793095266611025e-16 | 0.0 | -1.9011034519006363e-15 | -3.9488241847345266e-27 | 0.0 |  -3.243110749530207e-16 | 0.0 | -1.5357530236199594e-15 |  -2.169778887662209e-27 | 0.0 | -1.7634592876118508e-16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spectral.reference |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lon_0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|      cygnus_background.spatial.lat_0 |  0.00011388852894570674 | -6.7073548373335684e-15 | 0.0 | 0.0 |      0.0774683770483668 |   9.173717613584634e-06 |  1.3423168006022052e-05 | 0.0 | 0.0 |  -6.790047602082288e-16 | 0.0 |     0.11201296876812393 |     0.08103580720385456 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -4.65461469191707e-16 | 0.0 |   -0.011785558594442387 |   -0.006549071414263673 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    0.002848002300810576 |  3.8349889716171844e-17 | 0.0 |   0.0005289975539360834 | 0.0 |   0.0002999264671803229 | -3.6852338231819946e-16 | 0.0 |  5.8933873031248185e-05 | 0.0 | -2.8028885551397755e-05 | -3.0670918869808406e-17 | 0.0 | -1.0835248043730366e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.r_0 |  1.4079430028568533e-07 |  2.0018223480726434e-17 | 0.0 | 0.0 |   9.173717613584634e-06 |   2.879942511525606e-07 |  1.0106034022294831e-10 | 0.0 | 0.0 | -1.6450346041238204e-19 | 0.0 |  2.7585158132381807e-05 |   2.123909984783958e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3671772150135918e-19 | 0.0 | -3.5214321268906464e-06 | -1.9212510049571115e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.991013797096935e-07 |   9.225991336582496e-21 | 0.0 |  1.2980713538787712e-07 | 0.0 |   7.174380397275427e-08 |  -7.634465786661308e-20 | 0.0 |  1.4337511236274406e-08 | 0.0 |  -2.838407919439581e-09 |   -5.32513548292157e-21 | 0.0 |  4.2006981120079117e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|          cygnus_background.spatial.e |  1.4360899858156776e-07 |  1.6873991571701714e-17 | 0.0 | 0.0 |  1.3423168006022052e-05 |  1.0106034022294831e-10 |  2.8714615316950193e-07 | 0.0 | 0.0 | -2.3526558172861415e-19 | 0.0 |  3.9262382342902515e-05 |   2.991005589849895e-05 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.1201120562775596e-19 | 0.0 |   -5.45316609880589e-06 |  -2.978821418336764e-06 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.0544794887605657e-06 |   1.353870933757528e-20 | 0.0 |  1.9575489974012624e-07 | 0.0 |  1.0627043656036374e-07 | -1.2430147449917636e-19 | 0.0 |  2.1361468388832445e-08 | 0.0 |  -9.272646531732701e-09 | -1.3589040623181926e-20 | 0.0 |  1.6456126271053837e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|        cygnus_background.spatial.phi |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
| cygnus_background.spatial.edge_width |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|    PSR J1958+2846.spectral.amplitude |   -1.25833592109042e-18 |  -3.282395415352365e-29 | 0.0 | 0.0 |  -6.790047602082288e-16 | -1.6450346041238204e-19 | -2.3526558172861415e-19 | 0.0 | 0.0 |   9.410294500956662e-28 | 0.0 |  -9.474429396199291e-14 |  1.4342890189399417e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.9766042189949117e-30 | 0.0 |   8.283871897677084e-17 |   4.964240363271442e-17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.5446477538905078e-17 | -3.4426159974767663e-31 | 0.0 |  -4.726899538697849e-18 | 0.0 | -2.8290768839360243e-18 |   3.429698152137191e-30 | 0.0 |  -5.487280505436897e-19 | 0.0 |  1.1443832818955415e-19 |   3.671747294089384e-31 | 0.0 |  -7.208546242251766e-21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
