|                           Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |   7 |                       8 |   9 |                      10 |                      11 |  12 |                      13 |  14 |                      15 |                      16 |  17 |                      18 |  19 |  20 |  21 |  22 |  23 |  24 |                      25 |  26 |                      27 |                      28 |  29 |  30 |  31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 |  47 |  48 |  49 |  50 |  51 |  52 |  53 |  54 |  55 |  56 |  57 |
|         VER J2020+368.spectral.index |    0.050181749061554745 |   2.542988288135572e-15 | 0.0 |   0.0016928412010703807 | 0.0 |  -0.0005424908634954094 |  -4.007289870934374e-16 | 0.0 |   -2.98215381484751e-05 | 0.0 |   6.890847657689558e-09 |   2.555787796144774e-21 | 0.0 | -2.6273497876651787e-10 | 0.0 | -1.2103277379228955e-10 | -1.2537009917572657e-23 | 0.0 | -3.4095842955695445e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.3948772364996438e-26 | 0.0 |  -4.867621218245097e-10 |  -2.858534408602734e-10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2020+368.spectral.amplitude |   2.542988288135572e-15 |  2.0583739728395263e-28 | 0.0 |   4.798030845475904e-16 | 0.0 |  -4.325471108703444e-17 |  -3.936414499091391e-29 | 0.0 | -2.8052413552632567e-18 | 0.0 |   7.396895867270498e-22 |  2.8350905853962377e-34 | 0.0 | -1.2718451703028374e-23 | 0.0 |   -9.36520876857559e-24 | -1.3376041474563886e-36 | 0.0 | -3.1385102927892997e-24 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.1844002023056577e-39 | 0.0 |  -3.815131378362787e-23 | -2.2860264555742665e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2020+368.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2020+368.spectral.lambda_ |   0.0016928412010703807 |   4.798030845475904e-16 | 0.0 |    0.002511555573110248 | 0.0 | -0.00012814878313187285 |  -9.237300475808921e-17 | 0.0 |  -8.052262339491876e-06 | 0.0 |  1.6506381344320537e-09 |    6.45287732963743e-22 | 0.0 | -2.1483160103095282e-11 | 0.0 | -2.2054759262908693e-11 | -4.3948470338107935e-24 | 0.0 |  -9.081424931037207e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -5.6632284078181176e-27 | 0.0 |  -9.348895148435762e-11 |  -5.675265424490873e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2020+368.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.index |  -0.0005424908634954094 |  -4.325471108703444e-17 | 0.0 | -0.00012814878313187285 | 0.0 |    0.029527110183280327 |  1.4428415196582976e-14 | 0.0 |  -0.0006926576091526816 | 0.0 |  -6.055563583223653e-07 | -2.4553706771371955e-19 | 0.0 | -1.3614790582897138e-08 | 0.0 | -3.7823614429893723e-11 |   -1.15885924778496e-23 | 0.0 |  -2.084802671101447e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5626768158499812e-27 | 0.0 | -1.5828174651410054e-10 |  -9.754506535092168e-11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.amplitude |  -4.007289870934374e-16 |  -3.936414499091391e-29 | 0.0 |  -9.237300475808921e-17 | 0.0 |  1.4428415196582976e-14 |   1.485937567733728e-26 | 0.0 |   6.645098736548728e-16 | 0.0 |   -5.16027798011216e-19 |  -2.089202283243837e-31 | 0.0 |  -1.147777432619999e-20 | 0.0 |  -3.355486387862879e-23 |  -9.965441271443066e-36 | 0.0 | -1.8256525695730622e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5059886408644468e-38 | 0.0 | -1.2147722669601364e-22 |  -8.597418322032043e-23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|     VER J2018+367.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|       VER J2018+367.spectral.lambda_ |   -2.98215381484751e-05 | -2.8052413552632567e-18 | 0.0 |  -8.052262339491876e-06 | 0.0 |  -0.0006926576091526816 |   6.645098736548728e-16 | 0.0 |   0.0004005705885582509 | 0.0 | -1.2307875253707499e-08 |   -4.97262141865892e-21 | 0.0 |  -2.729166318781058e-10 | 0.0 | -2.3398781887262093e-12 |  -9.006208813611509e-25 | 0.0 | -1.5910083710140678e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.012618699825668e-27 | 0.0 |  -5.063506991684102e-12 |  -6.426965659696905e-12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
|         VER J2018+367.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |
